1, 763.000000, 107.000000, 326.000000, 0.000000, 0.000000
11, 9058.000000, 1058.000000, 4660.000000, 0.000000, 0.000000
13, 10864.000000, 1231.000000, 5590.000000, 0.000000, 0.000000
15, 12628.000000, 1412.000000, 6298.000000, 0.000000, 0.000000
17, 14091.000000, 1534.000000, 7107.000000, 0.000000, 0.000000
19, 15624.000000, 1639.000000, 8204.000000, 0.000000, 0.000000
21, 17724.000000, 1778.000000, 9108.000000, 0.000000, 0.000000
23, 19237.000000, 1865.000000, 10277.000000, 0.000000, 0.000000
25, 21084.000000, 2025.000000, 11065.000000, 0.000000, 0.000000
27, 22820.000000, 2108.000000, 12180.000000, 0.000000, 0.000000
29, 24614.000000, 2205.000000, 13383.000000, 0.000000, 0.000000
3, 2450.000000, 327.000000, 1116.000000, 0.000000, 0.000000
31, 26131.000000, 2227.000000, 14086.000000, 0.000000, 0.000000
33, 27519.000000, 2332.000000, 15069.000000, 0.000000, 0.000000
35, 29187.000000, 2500.000000, 15774.000000, 0.000000, 0.000000
37, 30778.000000, 2596.000000, 16835.000000, 0.000000, 0.000000
39, 32291.000000, 2537.000000, 17777.000000, 0.000000, 0.000000
41, 34055.000000, 2692.000000, 19021.000000, 0.000000, 0.000000
43, 35967.000000, 2794.000000, 20261.000000, 0.000000, 0.000000
45, 37688.000000, 2787.000000, 21659.000000, 0.000000, 0.000000
47, 38696.000000, 2796.000000, 22531.000000, 0.000000, 0.000000
49, 40285.000000, 2946.000000, 23547.000000, 0.000000, 0.000000
5, 4095.000000, 540.000000, 1938.000000, 0.000000, 0.000000
53, 43219.000000, 2879.000000, 26029.000000, 0.000000, 0.000000
57, 44243.000000, 3030.000000, 26314.000000, 0.000000, 0.000000
7, 5775.000000, 723.000000, 2880.000000, 0.000000, 0.000000
9, 7406.000000, 918.000000, 3684.000000, 0.000000, 0.000000
